measurement,same_genre,different_genres
similarity,0.05,0.09
similarity,0.17,0.1
similarity,0.3,-0.02
similarity,0.15,0.12
similarity,0.01,-0.04
similarity,0.27,0.03
similarity,0.25,0.06
similarity,0.07,0.04
similarity,0.12,-0.02
similarity,0.14,0.08
similarity,0.04,0.03
similarity,-0.01,-0.03
similarity,0.07,0.05
similarity,0.07,-0.02
similarity,0.09,0.01
similarity,0.1,0.13
similarity,0.13,0.08
similarity,0.08,0.03
similarity,0.12,-0.07
similarity,0.09,-0.01
similarity,0.02,-0.03
similarity,0.1,0.03
similarity,0.09,0.04
similarity,0.12,0.03
similarity,0.07,0.06
similarity,0.46,-0.03
similarity,0.06,-0.01
similarity,0.05,0.09
similarity,0.15,0.07
similarity,0.14,0.17
similarity,0.08,0.08
similarity,0.1,0
similarity,-0.02,0.22
similarity,0.21,0.07
similarity,0.08,0.2
similarity,0.14,0.05
similarity,0.16,0.01
similarity,0.13,0.05
similarity,0.02,0.01
similarity,0.22,0.08
similarity,0.08,0.15
similarity,-0.07,0.04
similarity,0.13,0.05
similarity,-0.06,0.03
similarity,0.14,0.11
similarity,0.1,0.15
similarity,0.11,0
similarity,0.04,0.02
similarity,0.07,0.07
similarity,0.06,0.03
similarity,0.07,0.1
similarity,0.04,0.08
similarity,0.07,0.06
similarity,0.21,0.08
similarity,0.1,-0.01
similarity,0.08,0.01
similarity,0.03,0.04
similarity,0.01,0.04
similarity,0.01,0.04
similarity,0.3,0.04
similarity,0.18,0.05
similarity,-0.01,0.09
similarity,0.09,0.04
similarity,0.06,-0.04
similarity,0.1,-0.01
similarity,0.08,0.12
similarity,0.09,0.01
similarity,0.04,0.03
similarity,0.05,0.01
similarity,0.23,-0.03
similarity,0.08,-0.02
similarity,0.17,0.05
similarity,0.06,0.06
similarity,0.07,0.02
similarity,0.08,0.08
similarity,0.02,0.09
similarity,0.05,-0.03
similarity,0.15,0.1
similarity,0.08,0.16
similarity,0.1,0.09
similarity,0.18,0.11
similarity,0.06,0.04
similarity,0.29,0.1
similarity,0.22,0.04
similarity,0.03,0.08
similarity,0.19,0.03
similarity,0.06,0.06
similarity,0.01,-0.01
similarity,0.08,0.09
similarity,0.14,0.1
similarity,0.21,0.03
similarity,0.17,0.16
similarity,0.01,0.12
similarity,0.1,0.16
similarity,0.1,0.11
similarity,0.06,0.15
similarity,0.11,0.03
similarity,0.2,0.09
similarity,0.07,0.03
similarity,0.05,0.25
similarity,0.03,0.07
similarity,0.13,0.06
similarity,-0.03,-0.01
similarity,0.13,0.07
similarity,0.15,0.11
similarity,0.07,0.1
similarity,0.07,0.31
similarity,0.13,0.09
similarity,0.06,0.08
similarity,0.19,0
similarity,0.09,0.06
similarity,0.06,0.16
similarity,0.05,0.08
similarity,0.02,0.2
similarity,0.06,0.06
similarity,0.03,0.16
similarity,0.19,0.22
similarity,0.12,0.06
similarity,0.11,-0.02
similarity,0.12,0.08
similarity,0.14,0.09
similarity,0.04,0.04
similarity,0.05,0
similarity,0.06,0.01
similarity,0.07,0.15
similarity,0.04,0.04
similarity,0.1,0.08
similarity,0.02,0.09
similarity,0.05,0.07
similarity,0.04,0.01
similarity,0.03,0.03
similarity,0.09,0.01
similarity,0.1,0.09
similarity,0.22,0.05
similarity,0.01,0.04
similarity,0.11,0.02
similarity,0.02,0.07
similarity,0.03,0.02
similarity,-0.01,0.12
similarity,0.03,0.1
similarity,0.08,0.09
similarity,0.17,0.05
similarity,0.04,0.09
similarity,0.05,0.07
similarity,0.07,0.1
similarity,0.22,0.09
similarity,0.03,0.02
similarity,0.03,-0.01
similarity,0.03,0.26
similarity,0.22,0.07
similarity,0.01,0.25
similarity,0.12,0.26
similarity,0.07,0.02
similarity,0.22,0.08
similarity,0.07,0
similarity,0.07,0.18
similarity,0.32,0.14
similarity,-0.02,0.03
similarity,0.05,0.07
similarity,0.04,0.13
similarity,0.14,0.02
similarity,0.06,0.1
similarity,0.08,0.08
similarity,0.11,0.14
similarity,0.07,0
similarity,0.04,0.08
similarity,0.09,0.12
similarity,0.06,0.12
similarity,0.07,-0.01
similarity,0.03,0.01
similarity,0.01,-0.01
similarity,0.05,0.06
similarity,0.09,0.14
similarity,0.07,0.02
similarity,0.13,-0.01
similarity,0.08,0.02
similarity,0.08,0.02
similarity,0.07,0.09
similarity,0.05,0.31
similarity,0.09,-0.02
similarity,0.03,0.04
similarity,0.18,0.07
similarity,0.06,0.18
similarity,0.08,0.1
similarity,0.05,0.24
similarity,0.06,0.03
similarity,0.09,0.03
similarity,0.07,0.07
similarity,0.06,0.09
similarity,0.03,0.03
similarity,0.15,0.27
similarity,0.19,0
similarity,0.25,0.22
similarity,0.02,-0.04
similarity,0.16,0.28
similarity,0.11,0.01
similarity,0.18,0.09
similarity,0.2,0.01
similarity,0.1,0.03
similarity,0.14,0.05
similarity,0.07,0.06
similarity,0.15,0.01
similarity,0.08,0.23
similarity,0.21,-0.05
similarity,0.06,-0.01
similarity,0.08,0.08
similarity,0.26,0.05
similarity,0.1,-0.01
similarity,0.18,-0.03
similarity,0.18,0.01
similarity,0.08,0.27
similarity,0.09,0.02
similarity,0.18,0.09
similarity,0.07,0.06
similarity,0.12,0.06
similarity,0.1,0.1
similarity,0.02,-0.03
similarity,0.18,0.02
similarity,0.08,0.04
similarity,0.18,0.05
similarity,0.08,-0.01
similarity,0.01,0.21
similarity,0.14,0.08
similarity,0.05,0.22
similarity,0.18,0.11
similarity,0.12,0.31
similarity,0.13,0.19
similarity,0.15,0.16
similarity,0.04,0.01
similarity,0.1,0.01
similarity,0.25,0.09
similarity,0.26,0.04
similarity,0.16,0.06
similarity,0.09,0.01
similarity,0.06,0.04
similarity,0.04,0.06
similarity,0.14,0.06
similarity,0.03,0.18
similarity,0.03,0.03
similarity,0.17,0.01
similarity,0.03,0.02
similarity,0.13,0.06
similarity,0.08,0.01
similarity,0.05,0.05
similarity,0.06,0.05
similarity,0.11,0.02
similarity,0.01,-0.03
similarity,0.09,0.18
similarity,0.16,0
similarity,0.06,0.12
similarity,0.18,0.08
similarity,0.04,0.05
similarity,0.15,0
similarity,0.06,0
similarity,0.03,0.08
similarity,0.25,0.02
similarity,0.08,0.1
similarity,0.12,0.03
similarity,0.12,0.04
similarity,0.23,0.05
similarity,0.14,0.08
similarity,0.04,0.01
similarity,0.08,0
similarity,0.09,0.12
similarity,0.03,0.09
similarity,0.01,0.05
similarity,0.08,0.12
similarity,0.34,0.02
similarity,0.03,0.12
similarity,0.17,0.01
similarity,0.17,0
similarity,0.03,0
similarity,0.15,0
similarity,0.07,0.03
similarity,0.09,0.05
similarity,0.16,0
similarity,0.03,0.05
similarity,0.07,0.09
similarity,0.37,0.02
similarity,0.21,0.05
similarity,0,0.02
similarity,0.19,-0.02
similarity,0.05,0.15
similarity,0.19,0.19
similarity,0.09,0.03
similarity,0.14,-0.01
similarity,0.17,0.04
similarity,0.13,-0.02
similarity,-0.01,0.06
similarity,0.28,0.05
similarity,0.23,0.34
similarity,0.08,0.08
similarity,0.04,0.17
similarity,0.11,0.02
similarity,0.08,0.25
similarity,0.29,0.08
similarity,0.08,0.18
similarity,0.26,0.08
similarity,-0.01,-0.01
similarity,0.13,0.03
similarity,0.06,0.04
similarity,0.02,0
similarity,0.29,0.16
similarity,0.01,0.02
similarity,0.08,0.03
similarity,0.07,0.05
similarity,0.05,0.01
similarity,0.07,0.01
similarity,0.13,0.11
similarity,0.02,0.16
similarity,0.11,0.26
similarity,0.29,0.02
similarity,0.01,0.2
similarity,0.17,0.05
similarity,0.01,0.03
similarity,0.21,0.13
similarity,0.01,0.06
similarity,0.05,0.02
similarity,0.19,0.06
similarity,0.29,0
similarity,0.18,0.04
similarity,0.1,0.39
similarity,0.04,0.13
similarity,0.18,0.03
similarity,0.18,0.13
similarity,0.09,0.25
similarity,0.09,0.11
similarity,0.17,0.25
similarity,0.02,0.05
similarity,-0.01,0.01
similarity,0.05,0.1
similarity,-0.02,0.15
similarity,0.19,0.08
similarity,0.01,0.02
similarity,0.14,-0.01
similarity,0.02,0.08
similarity,0.03,0
similarity,-0.04,0.15
similarity,0.05,0.06
similarity,0.05,0.03
similarity,0.02,0.05
similarity,0.08,0.02
similarity,0.02,0.08
similarity,0.15,0.06
similarity,0.01,0.03
similarity,0.09,0.13
similarity,0.03,0.04
similarity,0.03,0.02
similarity,0.19,0
similarity,0.01,0.14
similarity,0,0.22
similarity,0.11,0.1
similarity,0.14,0.07
similarity,0.11,0.02
similarity,0.14,0.12
similarity,0.13,0.03
similarity,0.01,0.23
similarity,0.08,0.03
similarity,0.25,0.08
similarity,-0.05,0.02
similarity,0,0.03
similarity,0.08,0.38
similarity,0.04,0.01
similarity,0.19,0.12
similarity,0.15,0.01
similarity,0.01,0.09
similarity,0.01,0.18
similarity,0.03,0.14
similarity,0.06,0
similarity,0.04,0.01
similarity,0.17,0.07
similarity,0.02,0.08
similarity,0.17,0.04
similarity,0.08,0.02
similarity,0.1,0.06
similarity,0.04,0.02
similarity,0.06,0.02
similarity,0.1,0.04
similarity,0.01,0
similarity,0.05,0.03
similarity,0.07,0.01
similarity,0.2,-0.04
similarity,0.04,0.1
similarity,0,0.11
similarity,0.11,0.04
similarity,0.03,-0.05
similarity,0.18,0.08
similarity,0.12,0.01
similarity,0.03,0.03
similarity,0.15,0.07
similarity,0.04,0.15
similarity,0.21,-0.01
similarity,0.15,0.22
similarity,0.05,-0.01
similarity,0.12,0.47
similarity,0,-0.01
similarity,0.05,0.03
similarity,0.14,0.05
similarity,0.28,0.04
similarity,0.04,0.01
similarity,0.16,0.01
similarity,0.02,0.02
similarity,0.12,0.3
similarity,0.03,0.03
similarity,0.14,0.06
similarity,0.15,0.01
similarity,0.2,0.05
similarity,0.08,0.03
similarity,0.14,0.11
similarity,0.09,0.09
similarity,0.08,0.17
similarity,0.02,0.04
similarity,0.07,0.03
similarity,0.02,0.23
similarity,0.01,0.06
similarity,0.06,0.07
similarity,0.02,0.05
similarity,0,0.01
similarity,0.02,-0.01
similarity,0.13,0.05
similarity,0.01,0.03
similarity,0.04,0.35
similarity,0.01,0.2
similarity,0.06,-0.02
similarity,0.17,0.13
similarity,0.11,0.28
similarity,0,0
similarity,0.13,0.14
similarity,0.06,0.05
similarity,0.06,0.09
similarity,0.01,0.17
similarity,0.02,0.14
similarity,0.1,0.04
similarity,0.02,0.04
similarity,0.05,0.03
similarity,0.06,-0.02
similarity,0.03,0.03
similarity,0.11,0.13
similarity,0.17,0.03
similarity,0.01,0.03
similarity,0.16,0.07
similarity,0.03,-0.05
similarity,0.22,0.04
similarity,0.03,0.06
similarity,0.02,0.02
similarity,0.14,0.05
similarity,0.19,-0.02
similarity,0.14,0.03
similarity,0.04,0.03
similarity,0.14,0.13
similarity,0.16,0.21
similarity,0.08,0.08
similarity,0.12,-0.01
similarity,0.11,-0.05
similarity,0.07,0.03
similarity,0.25,0.02
similarity,0.04,0.11
similarity,0.09,0.09
similarity,0.3,0.02
similarity,0.17,0.02
similarity,0.32,0.03
similarity,0.32,0.19
similarity,0.06,0.02
similarity,0.25,0.05
similarity,0.08,0
similarity,0.1,0.02
similarity,0.17,0.05
similarity,0.02,0.07
similarity,0.15,0.01
similarity,0.1,-0.02
similarity,0.14,-0.01
similarity,0.42,0
similarity,0.04,0.02
similarity,0.06,-0.05
similarity,0.25,0.03
similarity,0.36,0
similarity,0.08,0.02
similarity,0.12,0.07
similarity,0,0.08
similarity,0.24,0.02
similarity,0.04,0.03
similarity,0.27,0
similarity,0.28,0.08
similarity,0.12,0.06
similarity,-0.09,0.04
similarity,0.31,0.05
similarity,0.29,0.06
similarity,0.07,0.01
similarity,0.07,0.01
similarity,0.05,0.1
similarity,0,0.08
similarity,0.05,-0.01
similarity,0.07,0.01
similarity,0.14,0.08
similarity,0.14,0.08
similarity,0.04,0.2
similarity,0.03,0
similarity,0.07,0.03
similarity,0.05,0.15
similarity,0.19,0.08
similarity,0.1,0.1
similarity,0,0.27
similarity,0.1,0.07
similarity,0.12,0.01
similarity,0.06,-0.01
similarity,0.08,-0.02
similarity,0.07,0.16
similarity,0.01,0.01
similarity,0,0.03
similarity,0.11,0.17
similarity,0.08,-0.01
similarity,0.07,0.03
similarity,0.09,-0.03
similarity,0.06,0
similarity,0.08,0.02
similarity,0.01,0.16
similarity,0.16,0.14
similarity,0.1,0.02
similarity,0.03,-0.05
similarity,0.11,0.02
similarity,0.06,0.01
similarity,0.26,0.03
similarity,0,0.01
similarity,0.08,0.01
similarity,-0.02,0.02
similarity,-0.04,0.02
similarity,0.02,0
similarity,-0.04,0.13
similarity,0.04,0.15
similarity,0.04,-0.06
similarity,0.03,0.1
similarity,0.16,-0.02
similarity,0.09,0.24
similarity,0.07,0.25
similarity,0.03,0.09
similarity,0.01,0.05
similarity,0.03,0.04
similarity,0.5,-0.07
similarity,0.1,0.09
similarity,0.07,0.16
similarity,0.15,0.26
similarity,-0.04,0.1
similarity,0.01,0.2
similarity,0.2,0.01
similarity,0.06,0.27
similarity,0.01,0.01
similarity,0.16,0.1
similarity,0.03,0.18
similarity,0.04,0.09
similarity,0.07,0.03
similarity,0.07,0.03
similarity,0.02,0.1
similarity,0.05,0.21
similarity,0.01,0.13
similarity,0.13,0.05
similarity,0.1,0.06
similarity,0.04,0.09
similarity,0.1,0.02
similarity,0.04,0.17
similarity,0.19,0.14
similarity,0.07,0.26
similarity,0.02,0.05
similarity,0.03,0.13
similarity,0.11,0.04
similarity,0.01,0.06
similarity,0.06,0.08
similarity,0.25,0.09
similarity,0.06,0.17
similarity,0.29,0.05
similarity,0.03,0.04
similarity,0.35,0.09
similarity,0.02,0.24
similarity,0.04,0.16
similarity,0.22,0.14
similarity,0.15,0.04
similarity,0.1,0.29
similarity,0.16,0.03
similarity,0.08,0.2
similarity,0.27,0.12
similarity,0.1,0.06
similarity,-0.03,0.11
similarity,0.08,0.16
similarity,0,0.03
similarity,0,0.05
similarity,0.18,0.06
similarity,0.02,0.04
similarity,0.03,0.04
similarity,0.05,0.17
similarity,-0.01,0.1
similarity,0.01,-0.01
similarity,0.08,0.09
similarity,0.01,-0.01
similarity,0.02,0.12
similarity,-0.01,0.1
similarity,0,0.27
similarity,0.16,0
similarity,0.12,-0.03
similarity,0.01,0.03
similarity,0.03,-0.06
similarity,0.18,0.04
similarity,0.12,0.02
similarity,0,0.05
similarity,0.08,0.19
similarity,0.13,0.04
similarity,0.12,0.06
similarity,0.28,-0.01
similarity,0.03,0.02
similarity,0.07,0.04
similarity,0.05,0.05
similarity,0.2,0
similarity,0.12,0.11
similarity,0.11,-0.02
similarity,0.1,-0.01
similarity,0.07,-0.05
similarity,0.17,-0.02
similarity,0.2,0.07
similarity,0.08,0.03
similarity,0.1,0.04
similarity,0.13,0.11
similarity,0.18,0.08
similarity,0.07,0
similarity,0.13,0.09
similarity,0.24,0.04
similarity,0.17,-0.1
similarity,0.06,0.02
similarity,0.14,0.17
similarity,0.2,-0.01
similarity,0.1,0.05
similarity,0.11,0.05
similarity,0.12,0.01
similarity,0.21,-0.06
similarity,0.04,0.03
similarity,0.15,0.05
similarity,0.12,-0.02
similarity,0.07,0.12
similarity,0.04,-0.01
similarity,0,0.06
similarity,0.1,0.17
similarity,0.17,0.09
similarity,0.09,0.2
similarity,-0.01,0.12
similarity,0.2,0.13
similarity,0.02,0.11
similarity,0.19,0.18
similarity,0.14,0.14
similarity,0.19,0.32
similarity,0.17,0
similarity,0.11,0.01
similarity,-0.03,0.32
similarity,0.23,0.3
similarity,0.3,0.2
similarity,0.05,0.14
similarity,0.04,0.05
similarity,0.09,0.03
similarity,0.03,0.06
similarity,0.13,0.07
similarity,0.05,0.24
similarity,0.04,0.25
similarity,0.05,0
similarity,0.01,0.01
similarity,0.02,0.09
similarity,0.02,0.18
similarity,0.02,0.1
similarity,0.04,0.09
similarity,0.02,0.02
similarity,0.11,0.23
similarity,0.02,0.2
similarity,0,0.1
similarity,0.04,0.01
similarity,0.06,0.04
similarity,0.15,0.01
similarity,0.02,0.16
similarity,0.01,-0.01
similarity,0.14,0.06
similarity,0.14,0.09
similarity,0.03,-0.01
similarity,0.13,0.12
similarity,0.05,0.14
similarity,0.07,0.33
similarity,0.05,0.02
similarity,0.12,0.11
similarity,-0.04,0.05
similarity,-0.02,0.29
similarity,0.12,0.2
similarity,0.12,0.13
similarity,0.05,-0.01
similarity,0.11,0.03
similarity,0.03,0.03
similarity,0.17,0.02
similarity,0.16,0.15
similarity,0.1,0.06
similarity,0.16,0.11
similarity,0.11,0.16
similarity,0.05,0.19
similarity,0.26,0.22
similarity,0.2,0.19
similarity,0.05,0.06
similarity,0.12,-0.02
similarity,0.07,0.06
similarity,0.07,0.13
similarity,0,0.11
similarity,0.22,0.14
similarity,0.07,0.11
similarity,0.2,0.05
similarity,0.14,0.05
similarity,0.23,-0.02
similarity,-0.01,0.24
similarity,0.29,0.01
similarity,0.17,-0.02
similarity,0,0.06
similarity,0.07,0.17
similarity,0.03,0.04
similarity,0.36,0.08
similarity,-0.01,0.09
similarity,0.23,0
similarity,0.01,0.13
similarity,0.02,0.18
similarity,0.19,0.23
similarity,0.13,0.03
similarity,0.09,0.08
similarity,0.09,0.08
similarity,0.08,0.28
similarity,0.09,0.08
similarity,0.07,-0.01
similarity,0.04,0.14
similarity,0.08,0.08
similarity,0.05,0.06
similarity,0.06,0.25
similarity,0.08,0.07
similarity,-0.02,0.05
similarity,0.1,0.06
similarity,0.08,0.05
similarity,0.05,0.13
similarity,0.04,0.09
similarity,0,0.08
similarity,0.22,0.07
similarity,0.03,0.09
similarity,0,0.2
similarity,0.25,0.1
similarity,0.1,-0.02
similarity,0.1,0.07
similarity,0.18,-0.03
similarity,0.11,0.18
similarity,0.14,0.02
similarity,0.05,0.07
similarity,0.33,0.02
similarity,0.12,0.04
similarity,0.11,0.01
similarity,0,0.01
similarity,0.11,0.05
similarity,0.15,0.03
similarity,0.09,0.04
similarity,0.07,0.02
similarity,0,-0.03
similarity,0.04,0.05
similarity,0.21,0
similarity,0.14,0.01
similarity,0.19,-0.01
similarity,0.17,0.07
similarity,0.07,-0.03
similarity,0.19,0.14
similarity,0.09,0.07
similarity,0.09,0
similarity,0,-0.01
similarity,0.15,-0.01
similarity,0.15,0.06
similarity,-0.01,0.01
similarity,0.03,-0.01
similarity,0.02,0.06
similarity,0.02,0.01
similarity,0.22,0.26
similarity,0.19,0.12
similarity,0.01,-0.07
similarity,0.02,0.18
similarity,0.12,0.16
similarity,0.2,0.08
similarity,0.22,0.02
similarity,0.13,0.05
similarity,0.25,0
similarity,-0.08,-0.02
similarity,0.06,0.03
similarity,-0.03,0.02
similarity,0.12,0
similarity,0.3,0.03
similarity,0.12,0.02
similarity,0.13,-0.01
similarity,0.09,0.01
similarity,0.17,0.12
similarity,0.06,0.04
similarity,NA,0.15
similarity,NA,0.17
similarity,NA,0.05
similarity,NA,0.08
similarity,NA,0.07
similarity,NA,0.26
similarity,NA,0
similarity,NA,-0.03
similarity,NA,0.02
similarity,NA,0.04
similarity,NA,0.04
similarity,NA,-0.02
similarity,NA,0.07
similarity,NA,0.17
similarity,NA,0.04
similarity,NA,0.08
similarity,NA,0.04
similarity,NA,0.03
similarity,NA,0
similarity,NA,-0.02
similarity,NA,0.06
similarity,NA,0.13
similarity,NA,0.05
similarity,NA,0.07
similarity,NA,0.02
similarity,NA,0.01
similarity,NA,0.12
similarity,NA,0.05
similarity,NA,0.01
similarity,NA,0.01
similarity,NA,-0.04
similarity,NA,0.24
similarity,NA,0.23
similarity,NA,0.13
similarity,NA,-0.03
similarity,NA,0.02
similarity,NA,0.2
similarity,NA,-0.01
similarity,NA,0.06
similarity,NA,0.08
similarity,NA,0.16
similarity,NA,-0.02
similarity,NA,0.44
similarity,NA,0.1
similarity,NA,-0.05
similarity,NA,0.1
similarity,NA,0.05
similarity,NA,0.09
similarity,NA,0.19
similarity,NA,0.1
